Active Ingredient,Trade Name,AUST R,Expected Supply,Availability,Management Action,Updated
ezetimibe,EZETIMIBE GH ezetimibe 10 mg tablet blister pack (PVC-Aclar blister),AUST R: 246025,,Availability: Available,,Updated 25-02-2025
atorvastatin calcium trihydrate,ATOZET ezetimibe/atorvastatin 10mg/20mg tablet blister pack,AUST R: 216956,,Availability: Available,,Updated 24-02-2025
nebivolol hydrochloride,NEPITEN nebivolol (as hydrochloride) 1.25 mg immediate release tablet blister pack,AUST R: 311682,,Availability: Available,,Updated 24-02-2025
nebivolol hydrochloride,APO-NEBIVOLOL nebivolol (as hydrochloride) 10 mg tablet blister pack,AUST R: 281798,,Availability: Available,,Updated 24-02-2025
famotidine,AUSFAM 20 famotidine 20mg tablet blister pack,AUST R: 93788,,Availability: Available,,Updated 21-02-2025
ezetimibe,Ezetimibe Sandoz ezetimibe 10mg tablet blister pack,AUST R: 263045,,Availability: Available,,Updated 21-02-2025
ciprofloxacin hydrochloride,CIPROL 750 ciprofloxacin 750mg (as hydrochloride) tablet blister pack,AUST R: 82475,,Availability: Available,,Updated 21-02-2025
trihexyphenidyl (benzhexol) hydrochloride,ARTANE 2mg trihexyphenidyl (benzhexol) hydrochloride 2mg tablet bottle,AUST R: 15125,,Availability: Available,,Updated 21-02-2025
ropinirole hydrochloride,APPESE 0.5 ropinirole (as hydrochloride) 0.5mg tablet blister pack,AUST R: 140833,,Availability: Available,,Updated 21-02-2025
cinacalcet hydrochloride,CINACALCET VIATRIS cinacalcet 90 mg tablet blister pack,AUST R: 289381,,Availability: Available,,Updated 19-02-2025
doxycycline hyclate,DOXYLIN 50 doxycycline 50mg (as hyclate) tablet blister pack,AUST R: 63511,,Availability: Available,,Updated 19-02-2025
oxaliplatin,OXALIPLATIN ACCORD oxaliplatin 100 mg/20 mL concentrated injection vial,AUST R: 352809,,Availability: Available,,Updated 19-02-2025
cisatracurium besilate,CISATRACURIUM JUNO cisatracurium (as besilate) 10mg/5mL Solution for Injection ampoule,AUST R: 226857,,Availability: Available,,Updated 18-02-2025
bupivacaine hydrochloride,MARCAIN 0.5% bupivacaine hydrochloride (as monohydrate) 50mg/10mL injection ampoule,AUST R: 11937,,Availability: Available,,Updated 18-02-2025
levothyroxine sodium,LEVOTHYROXINE LUP levothyroxine sodium 200 microgram un-coated tablet blister pack,AUST R: 374932,,Availability: Available,,Updated 18-02-2025
amlodipine besilate,PHARMACOR AMLODIPINE amlodipine (as besilate) 5 mg tablet blister pack,AUST R: 215709,,Availability: Available,,Updated 18-02-2025
tadalafil,CIDALA tadalafil 20mg film-coated tablet blister pack,AUST R: 277540,,Availability: Available,,Updated 17-02-2025
simvastatin,APO-SIMVASTATIN simvastatin 10 mg tablet blister pack,AUST R: 223448,,Availability: Available,,Updated 17-02-2025
pregabalin,APO-PREGABALIN  pregabalin 75 mg capsule blister,AUST R: 308104,,Availability: Available,,Updated 17-02-2025
quetiapine fumarate,APX-QUETIAPINE quetiapine (as fumarate) 25 mg tablet blister pack,AUST R: 204157,,Availability: Available,,Updated 17-02-2025
ribociclib succinate,KISQALI ribociclib 200 mg (as succinate) film coated tablet blister pack,AUST R: 280246,,Availability: Available,,Updated 17-02-2025
morphine hydrochloride trihydrate,MORPHINE JUNO morphine hydrochloride trihydrate 50 mg/5 mL solution for injection ampoule,AUST R: 224251,,Availability: Available,,Updated 14-02-2025
levetiracetam,LEVETIRACETAM VIATRIS  levetiracetam 250 mg tablet blister pack,AUST R: 189885,,Availability: Available,,Updated 13-02-2025
tramadol hydrochloride,TRAMEDO SR tramadol hydrochloride 200 mg modified release tablet blister pack,AUST R: 154389,,Availability: Available,,Updated 13-02-2025
tadalafil,CILATIL tadalafil 20mg film-coated tablets blister pack,AUST R: 215926,,Availability: Available,,Updated 12-02-2025
amlodipine besilate,NORDIP amlodipine (as besilate) 5mg tablet blister pack,AUST R: 133159,,Availability: Available,,Updated 12-02-2025
topiramate,TAMATE topiramate 200mg tablet blister pack,AUST R: 150444,,Availability: Available,,Updated 12-02-2025
tobramycin,Pfizer (Australia) TOBRAMYCIN (as sulfate) PF 80 mg/2 mL injection ampoule,AUST R: 10776,,Availability: Available,,Updated 12-02-2025
oxycodone hydrochloride,OXYNORM LIQUID oxycodone hydrochloride 1mg/mL oral liquid bottle,AUST R: 77464,,Availability: Available,,Updated 10-02-2025
dinoprostone,PROSTIN E2 VAGINAL GEL 2mg (Dinoprostone),AUST R: 9984,,Availability: Available,,Updated 10-02-2025
fentanyl citrate,FENTANYL JUNO fentanyl (as citrate) 100 microgram/2 mL injection ampoule,AUST R: 384587,,Availability: Available,,Updated 07-02-2025
clindamycin phosphate,DALACIN T 1% clindamycin 10mg/mL (as phosphate) lotion bottle,AUST R: 67060,,Availability: Available,,Updated 07-02-2025
paclitaxel,ANZATAX paclitaxel 100mg/16.7mL injection vial,AUST R: 106458,,Availability: Available,,Updated 07-02-2025
trandolapril,TRANALPHA trandolapril 0.5 mg capsules blister pack,AUST R: 198992,,Availability: Available,,Updated 06-02-2025
carvedilol,APO-CARVEDILOL carvedilol 6.25 mg tablet blister pack,AUST R: 123828,,Availability: Available,,Updated 06-02-2025
nizatidine,TACIDINE nizatidine 300mg capsule blister pack,AUST R: 94205,,Availability: Available,,Updated 05-02-2025
nicotinic acid,Nicotinic Acid 250mg,AUST R: 27193,,Availability: Available,,Updated 05-02-2025
nebivolol hydrochloride,NEPITEN nebivolol (as hydrochloride) 5 mg immediate release tablet blister pack,AUST R: 311693,,Availability: Available,,Updated 04-02-2025
albendazole,ZENTEL albendazole 200mg chewable tablet bottle,AUST R: 50815,,Availability: Available,,Updated 04-02-2025
atorvastatin calcium trihydrate,ATOZET ezetimibe/atorvastatin 10mg/40mg tablet blister pack,AUST R: 216958,,Availability: Available,,Updated 03-02-2025
tramadol hydrochloride,APO-TRAMADOL SR tramadol hydrochloride 200 mg oral tablet blister pack,AUST R: 154395,,Availability: Available,,Updated 03-02-2025
midazolam,MIDAZOLAM ACCORD midazolam (as hydrochloride) 5 mg/1 mL solution for injection ampoules,AUST R: 207241,,Availability: Available,,Updated 03-02-2025
hydrocortisone acetate,SIGUENT HYCOR 1% hydrocortisone acetate 10mg/g eye ointment tube,AUST R: 139082,,Availability: Available,,Updated 03-02-2025
heparin sodium,DBL HEPARIN SODIUM (porcine mucous) 5000IU/0.2mL injection BP ampoule,AUST R: 16349,,Availability: Available,,Updated 03-02-2025
amlodipine besilate,Pharmacor Olmesartan Amlodipine 40/5 olmesartan medoxomil 40 mg / amlodipine (as besilate) 5 mg tablets blister pack,AUST R: 302287,,Availability: Available,,Updated 03-02-2025
eftrenonacog alfa,ALPROLIX eftrenonacog alfa (rhu) 250 IU powder for injection vial and diluent pre-filled syringe,AUST R: 209227,,Availability: Available,,Updated 03-02-2025
escitalopram oxalate,APO-ESCITALOPRAM escitalopram (as oxalate) 10 mg tablet blister,AUST R: 213721,,Availability: Available,,Updated 31-01-2025
Coxiella burnetii,Q-VAX Q FEVER VACCINE 0.5mL injection syringe,AUST R: 100517,,Availability: Available,,Updated 31-01-2025
Coxiella burnetii,Q-VAX SKIN TEST (Inactivated C. burnetii for Pre-Q-Vax Vaccination Screening)  injection vial,AUST R: 100518,,Availability: Available,,Updated 31-01-2025
olanzapine,PRYZEX olanzapine 2.5 mg tablet  blister pack,AUST R: 335101,,Availability: Available,,Updated 31-01-2025
metformin hydrochloride,DIAFORMIN 500 metformin hydrochloride 500 mg tablet blister pack,AUST R: 73806,,Availability: Available,,Updated 31-01-2025
docetaxel,DOCETAXEL ACCORD 80 mg/4 mL docetaxel concentrated injection 80 mg/4 mL glass vial,AUST R: 209473,,Availability: Available,,Updated 31-01-2025
buprenorphine,BUPREDERMAL buprenorphine 5 micrograms/hour transdermal drug delivery system sachet,AUST R: 234741,,Availability: Available,,Updated 31-01-2025
cyclopentolate hydrochloride,CYCLOGYL cyclopentolate hydrochloride 1% eye drops bottle,AUST R: 25273,,Availability: Available,,Updated 30-01-2025
fludarabine phosphate,FLUDARABINE EBEWE fludarabine phosphate 50 mg / 2 mL concentrated injection vial,AUST R: 135540,,Availability: Available,,Updated 30-01-2025
encorafenib,BRAFTOVI encorafenib 75 mg capsule blister pack,AUST R: 295441,,Availability: Available,,Updated 30-01-2025
benzatropine mesilate,"BENZATROPINE INJECTION benzatropine mesilate 2 mg in 2 mL, vial",AUST R: 276242,,Availability: Available,,Updated 29-01-2025
fluticasone propionate,FLIXOTIDE CFC-Free Fluticasone propionate 125 microgram/dose inhalation metered dose aerosol can,AUST R: 63447,,Availability: Available,,Updated 29-01-2025
clonazepam,RIVOTRIL clonazepam 0.5mg tablet blister pack,AUST R: 285708,,Availability: Available,,Updated 29-01-2025
testosterone enantate,PRIMOTESTON DEPOT testosterone enantate 250mg/1mL injection syringe,AUST R: 10707,,Availability: Available,,Updated 29-01-2025
doxorubicin hydrochloride,DOXORUBICIN ACCORD doxorubicin hydrochloride  200 mg/100 mL concentrated solution for injection vial,AUST R: 174248,,Availability: Available,,Updated 28-01-2025
duloxetine hydrochloride,DULOXECOR duloxetine hydrochloride 60 mg enteric capsule blister pack,AUST R: 209161,,Availability: Available,,Updated 28-01-2025
quetiapine fumarate,QUETIAPINE SANDOZ PHARMA quetiapine (as fumarate) 25 mg tablet blister pack,AUST R: 204161,,Availability: Available,,Updated 28-01-2025
tranexamic acid,TRANEXAMIC ACID LU 500 mg/ 5 mL tranexamic acid solution for injection ampoule,AUST R: 214485,,Availability: Available,,Updated 28-01-2025
donepezil hydrochloride,ARIDON APN 10 donepezil hydrochloride 10mg tablet blister pack,AUST R: 167190,,Availability: Available,,Updated 24-01-2025
pregabalin,PREBALIN   pregabalin 75 mg capsule blister,AUST R: 308108,,Availability: Available,,Updated 24-01-2025
voriconazole,VORCON voriconazole 200 mg powder for injection vial,AUST R: 235933,,Availability: Available,,Updated 23-01-2025
quetiapine fumarate,SYQUET quetiapine (as fumarate) 25 mg tablet blister pack,AUST R: 204152,,Availability: Available,,Updated 23-01-2025
insulin,ACTRAPID human insulin (rys) 100IU/mL injection multidose vial,AUST R: 169625,,Availability: Available,,Updated 23-01-2025
azithromycin dihydrate,ZITHROMAX azithromycin (as dihydrate) 200mg/5mL (when reconstituted) powder for oral suspension bottle,AUST R: 60049,,Availability: Available,,Updated 21-01-2025
rosuvastatin calcium,Rosuvastatin Intas  rosuvastatin (as calcium) 40 mg tablets bottle,AUST R: 234481,,Availability: Available,,Updated 21-01-2025
desvenlafaxine,MEDVEN desvenlafaxine 50mg modified release tablets blister,AUST R: 218074,,Availability: Available,,Updated 21-01-2025
topiramate,APO-TOPIRAMATE topiramate 50 mg tablet blister pack,AUST R: 124730,,Availability: Available,,Updated 20-01-2025
rosuvastatin calcium,ROSUVASTATIN LUPIN Rosuvastatin (as calcium) 20 mg tablets blister pack,AUST R: 338652,,Availability: Available,,Updated 20-01-2025
simvastatin,APO-SIMVASTATIN simvastatin 20 mg tablet blister pack,AUST R: 223449,,Availability: Available,,Updated 17-01-2025
nizatidine,NIZAC nizatidine 300mg capsule blister pack,AUST R: 96963,,Availability: Available,,Updated 17-01-2025
rizatriptan benzoate,RIXALT rizatriptan (as benzoate) 10 mg orally disintegrating tablet blister pack,AUST R: 220024,,Availability: Available,,Updated 17-01-2025
codeine phosphate hemihydrate,"IBUDEINE film-coated tablet, blister pack",AUST R: 227876,,Availability: Available,,Updated 17-01-2025
pravastatin sodium,CHOLSTAT 40 pravastatin sodium 40mg tablet blister pack,AUST R: 98489,,Availability: Available,,Updated 16-01-2025
ezetimibe,PHARMACOR EZETIMIBE ROSUVASTATIN COMPOSITE PACK 10 mg+40 mg ezetimibe 10 mg tablet and rosuvastatin (as calcium) 40 mg tablet blister composite pack,AUST R: 375656,,Availability: Available,,Updated 16-01-2025
dosulepin (dothiepin) hydrochloride,DOSULEPIN VIATRIS 25 dosulepin (dothiepin) hydrochloride 25 mg hard capsule blister pack,AUST R: 289783,,Availability: Available,,Updated 16-01-2025
ezetimibe,PHARMACOR EZETIMIBE ROSUVASTATIN COMPOSITE PACK 10 mg+10 mg ezetimibe 10 mg tablet and rosuvastatin (as calcium) 10 mg tablet blister composite pack,AUST R: 375652,,Availability: Available,,Updated 16-01-2025
sildenafil citrate,REVATIO sildenafil (as citrate) 20mg tablet blister pack,AUST R: 119102,,Availability: Available,,Updated 16-01-2025
clarithromycin,KALIXOCIN clarithromycin 250mg tablet blister pack,AUST R: 99707,,Availability: Available,,Updated 16-01-2025
pegcetacoplan,EMPAVELI pegcetacoplan 1080 mg/20 mL injection solution vial,AUST R: 346216,,Availability: Available,,Updated 16-01-2025
furosemide,FUROSEMIDE-AFT furosemide 20 mg/2 mL solution for injection ampoule,AUST R: 355583,,Availability: Available,,Updated 16-01-2025
metoprolol succinate,TOPRELOC-XL metoprolol succinate 23.75 mg modified release tablet blister pack,AUST R: 356239,,Availability: Available,,Updated 16-01-2025
cefuroxime axetil,PHARMACOR CEFUROXIME cefuroxime 250mg film coated tablet blister pack,AUST R: 273229,,Availability: Available,,Updated 16-01-2025
prazosin hydrochloride,MINIPRESS prazosin 5 mg (as hydrochloride) tablet blister pack,AUST R: 10758,,Availability: Available,,Updated 15-01-2025
flecainide acetate,FLECATAB flecainide acetate 50 mg tablet blister pack,AUST R: 344750,,Availability: Available,,Updated 14-01-2025
carbachol,MIOSTAT carbachol 0.15mg/1.5mL intraocular injection vial,AUST R: 40624,,Availability: Available,,Updated 14-01-2025
efmoroctocog alfa,ELOCTATE efmoroctocog alfa (rhu) 2000 IU powder for injection vial and diluent pre-filled syringe,AUST R: 210524,,Availability: Available,,Updated 14-01-2025
irbesartan,AVSARTAN irbesartan 300 mg film-coated tablet blister pack,AUST R: 268772,,Availability: Available,,Updated 10-01-2025
bisoprolol fumarate,APO-BISOPROLOL bisoprolol fumarate 2.5mg tablet blister pack,AUST R: 182106,,Availability: Available,,Updated 10-01-2025
topiramate,APO-TOPIRAMATE topiramate 100 mg tablet blister pack,AUST R: 124731,,Availability: Available,,Updated 10-01-2025
topiramate,APO-TOPIRAMATE topiramate 200 mg tablet blister pack,AUST R: 124732,,Availability: Available,,Updated 10-01-2025
cytarabine,Pfizer (Australia) CYTARABINE 100mg/5mL injection vial,AUST R: 11351,,Availability: Available,,Updated 10-01-2025
levetiracetam,LEVI 500 levetiracetam 500 mg tablet blister pack,AUST R: 168792,,Availability: Available,,Updated 10-01-2025
thiotepa,THIOTEPA-REACH thiotepa 15 mg powder for injection vial,AUST R: 364527,,Availability: Available,,Updated 10-01-2025
risperidone,APO-RISPERIDONE risperidone 0.5mg tablet blister pack,AUST R: 304250,,Availability: Available,,Updated 10-01-2025
eftrenonacog alfa,ALPROLIX eftrenonacog alfa (rhu) 1000 IU powder for injection vial and diluent pre-filled syringe,AUST R: 209224,,Availability: Available,,Updated 10-01-2025
ravulizumab,ULTOMIRIS ravulizumab rch 300 mg in 3 mL (100 mg/mL) concentrated solution for injection by intravenous infusion vial,AUST R: 330566,,Availability: Available,,Updated 10-01-2025
daptomycin,DAPTOMYCIN DR.REDDYS daptomycin 500 mg powder for injection vial,AUST R: 337791,,Availability: Available,,Updated 09-01-2025
dopamine hydrochloride,DBL STERILE DOPAMINE CONCENTRATE 200mg/5mL injection ampoule,AUST R: 16378,,Availability: Available,,Updated 09-01-2025
diclofenac sodium,VOLTAREN diclofenac sodium 50mg suppository blister pack,AUST R: 96811,,Availability: Available,,Updated 09-01-2025
oxcarbazepine,TRILEPTAL oxcarbazepine 150mg tablet film coated blister pack,AUST R: 76200,,Availability: Available,,Updated 09-01-2025
